,Roof,Canyon,Water,Grass,Deciduous,Evergreen,Shrub,Built,Vegetation
1,7.630410724144563,22.33264134021829,0.25856060435730827,58.50214717719271,0.0,8.84202321799282,2.434216936094311,29.963052064362856,69.77838733127984
2,11.318656222843737,35.34844543834101,1.6860980695141012,45.377837227028586,0.0,5.286962917705957,0.9820001245666119,46.667101661184745,51.64680026930115
3,11.096832389084192,41.703478996892315,2.354856447357853,41.4501689763186,0.0,3.375201566815152,0.019461623531883084,52.80031138597651,44.84483216666563
4,12.424526713333814,33.04527194438431,0.6810637223064155,52.106035457410215,0.031572490438045754,1.400014433138486,0.31151523898871814,45.46979865771812,53.849137619975465
5,9.970264373643525,31.318678188747175,1.8909465841056812,54.46518596159433,0.0,1.8524953431274815,0.5024295487818078,41.2889425623907,56.820110853503614
6,10.131711395083002,30.50972764858763,1.5551157593025438,55.88066356155347,0.0,1.6003275723815535,0.3224540630918056,40.64143904367063,57.803445197026825
7,6.513289769615636,32.832829107227354,1.4355822349356913,52.792207446949924,0.025255613392387157,4.571531872584101,1.8293039552949057,39.34611887684299,59.21829888822132
8,11.023247289195805,34.143716964845275,1.7275833934420413,51.226808877957644,0.0,1.6406721138951623,0.23797136066407315,45.166964254041076,53.105452352516885
9,9.664744475331256,30.898433348807814,1.6796335345015634,50.85100313777693,0.0,6.497044001588464,0.40914150199397054,40.56317782413907,57.75718864135936
10,10.243476680699455,28.449574198024763,2.6175877003389343,46.358312430994744,0.7654248245442555,8.54742742919132,3.0181967362065216,38.69305087872422,58.689361420936834
11,7.720365333716425,23.5153752316207,2.365270408796839,37.900816424920805,0.288536692858169,24.413856579001834,3.795779329085229,31.235740565337125,66.39898902586604
12,22.097300427225118,44.56800525587109,0.010021788109705174,30.541956030332614,0.0,1.5433553688945967,1.2393611295668732,66.66530568309621,33.32467252879408
13,19.382642678336666,45.44960109496281,1.345291479820628,32.5203954832784,0.0,0.7801610027554162,0.5219082608460749,64.83224377329947,33.82246474687989
14,20.600727149492947,46.49115375122941,0.21217735964430823,32.278954289776806,0.0,0.31384567780720596,0.10314177204931652,67.09188090072236,32.695941739633334
15,11.686683849060536,39.69439447384793,0.0055163452374020466,44.28154200237203,0.38767648473964383,2.592682261578962,1.3515045831635013,51.381078322908465,48.61340533185414
16,6.489455856506379,24.483072456355444,0.03234322935862624,63.62038576195884,0.0,3.2598966520996773,2.114846043721026,30.972528312861822,68.99512845777956
17,11.282357649884048,34.56956526857291,0.017657653415578758,48.65507539818009,0.128017987262946,2.7104497992913394,2.6368762433930946,45.85192291845696,54.13041942812747
18,12.085847381792966,31.78332714711967,0.004315963020828838,40.167229180513715,0.0,15.302678486650725,0.6566018409020938,43.86917452891264,56.12650950806653
19,9.210085013925951,23.67800671750976,2.0830599180483254,22.305826540482474,0.0,40.25110459775143,2.4719172122820576,32.88809173143571,65.02884835051596
20,27.45630369130142,42.253587243963885,0.0,19.86167399502402,0.16821318478413944,9.843992050949035,0.4162298339774985,69.7098909352653,30.290109064734697
21,30.637462582977438,47.92018837315257,7.4689273715898885,9.587273741446777,0.0,2.6901934401519245,1.695954490681405,78.55765095613,13.973421672280107
22,20.436094056317124,39.30532121878911,26.256465541111794,12.4167925008953,0.0,0.3499976002274246,1.2353290826592433,59.741415275106235,14.002119183781968
23,24.464232943911423,41.73053054630706,23.135207549400107,10.375302901948423,0.0,0.13475442778620542,0.15997163064678185,66.19476349021848,10.67002896038141
24,15.401211035397655,45.5570865401382,6.968753098534244,29.60779822003098,0.0,2.426857496486903,0.038293609412022145,60.95829757553585,32.072949325929905
25,11.548938687550178,25.16895080073806,0.13099145034297224,62.27305379100525,0.04225530656224911,0.6760849049959857,0.15972505880530163,36.717889488288236,63.15111906136879
26,13.059596338164841,28.688055456291274,0.00522953291555176,49.03674908991601,0.0,3.3573601317842297,5.853009450928097,41.74765179445612,58.24711867262833
27,11.893129647022523,22.730114735950327,1.5111366140037947,47.09614380022574,0.19488059503541685,12.925455465724022,3.6491391420381802,34.62324438297285,63.865619003023355
28,9.609608112453603,22.070440546314323,6.384967631449717,26.687539416842615,0.0,31.420801124735455,3.826643168204287,31.680048658767927,61.93498370978236
29,12.115064226891295,29.439162357432487,0.9912401385280418,34.11629769575737,0.0,17.23954132818365,6.098694253207158,41.554226584323786,57.45453327714817
30,12.549334870386945,29.67464013226751,22.915345761220742,25.403855779877745,0.0,5.946577274864623,3.5102461813824384,42.223975002654456,34.86067923612481
31,15.304463645367303,47.4211946313309,0.024589324135104673,36.319797821112665,0.0,0.8462825723165193,0.08367200573750896,62.7256582766982,37.249752399166695
32,15.43494311966747,46.525650842266465,1.9371444979216803,35.45176110260337,0.0,0.47582585867425076,0.17467457886676876,61.96059396193394,36.10226154014439
33,7.521140158281578,28.924824546364558,22.916816449780715,32.233694840639984,0.0,8.403524004933164,0.0,36.44596470464614,40.637218845573145
34,14.090030049686114,31.132664901371577,0.03927285710035405,40.243967748653716,0.7527297610901194,10.921424533634822,2.819910148463301,45.22269495105769,54.73803219184196
35,14.46394554054761,29.08053511582174,12.471263837212524,36.904157395695805,0.043085009801839734,3.7410098510797414,3.296003249840739,43.544480656369345,43.98425550641812
36,7.529289162806223,29.635177933190587,16.88879480895894,33.71897058464344,0.17232910245032987,7.921711024449022,4.133727383501456,37.16446709599681,45.94673809504425
37,10.626080657974672,34.27905509603252,0.0,51.933501565493714,0.0,2.8792233281929063,0.28213935230618253,44.90513575400719,55.0948642459928
38,8.659199400266793,30.53953939607748,1.5114599755255933,55.68258238063215,0.0,3.2676640171100355,0.3395548303879524,39.19873879634427,59.28980122813014
39,11.003960684736784,39.90875845897776,0.0,45.98282083368769,0.0,1.0059653257845436,2.0984946968132285,50.91271914371454,49.08728085628546
40,10.216921457911353,30.25415002319713,0.03394702001742614,56.6960496984373,0.0,2.288029149174522,0.5109026512622633,40.47107148110848,59.49498149887408
41,10.633700774799442,30.57528358345456,0.06859161410357906,56.20625498360946,0.010002943723438611,1.3238181521990757,1.182347948110444,41.208984358254,58.72242402764242
42,11.52433916189865,34.19722058832267,0.0,52.10178897147508,0.0014853632307244415,0.7860542216993744,1.3891116933734975,45.721559750221324,54.27844024977868
